Rainfall - (MM), Year, Statistics, Country, ISO3
57.3776, 2002, Jul Average, Latvia, LVA
9.92984, 2002, Aug Average, Latvia, LVA
40.9808, 2002, Sep Average, Latvia, LVA
80.8925, 2002, Oct Average, Latvia, LVA
53.8255, 2002, Nov Average, Latvia, LVA
29.6861, 2002, Dec Average, Latvia, LVA
37.0669, 2003, Jan Average, Latvia, LVA
16.125, 2003, Feb Average, Latvia, LVA
12.4755, 2003, Mar Average, Latvia, LVA
44.1728, 2003, Apr Average, Latvia, LVA
72.0503, 2003, May Average, Latvia, LVA
51.3718, 2003, Jun Average, Latvia, LVA
68.5976, 2003, Jul Average, Latvia, LVA
106.469, 2003, Aug Average, Latvia, LVA
30.4853, 2003, Sep Average, Latvia, LVA
72.5445, 2003, Oct Average, Latvia, LVA
55.8309, 2003, Nov Average, Latvia, LVA
59.4948, 2003, Dec Average, Latvia, LVA
33.3271, 2004, Jan Average, Latvia, LVA
49.2275, 2004, Feb Average, Latvia, LVA
50.9078, 2004, Mar Average, Latvia, LVA
10.3038, 2004, Apr Average, Latvia, LVA
37.3397, 2004, May Average, Latvia, LVA
103.993, 2004, Jun Average, Latvia, LVA
73.8089, 2004, Jul Average, Latvia, LVA
66.0573, 2004, Aug Average, Latvia, LVA
75.1197, 2004, Sep Average, Latvia, LVA
84.7585, 2004, Oct Average, Latvia, LVA
49.2929, 2004, Nov Average, Latvia, LVA
53.8433, 2004, Dec Average, Latvia, LVA
51.6758, 2005, Jan Average, Latvia, LVA
21.5504, 2005, Feb Average, Latvia, LVA
34.4259, 2005, Mar Average, Latvia, LVA
19.4813, 2005, Apr Average, Latvia, LVA
80.2005, 2005, May Average, Latvia, LVA
76.6468, 2005, Jun Average, Latvia, LVA
59.9691, 2005, Jul Average, Latvia, LVA
111.439, 2005, Aug Average, Latvia, LVA
37.5729, 2005, Sep Average, Latvia, LVA
41.3435, 2005, Oct Average, Latvia, LVA
49.5903, 2005, Nov Average, Latvia, LVA
46.2486, 2005, Dec Average, Latvia, LVA
16.4371, 2006, Jan Average, Latvia, LVA
26.2246, 2006, Feb Average, Latvia, LVA
29.2441, 2006, Mar Average, Latvia, LVA
32.2787, 2006, Apr Average, Latvia, LVA
48.8882, 2006, May Average, Latvia, LVA
46.2537, 2006, Jun Average, Latvia, LVA
30.3747, 2006, Jul Average, Latvia, LVA
118.931, 2006, Aug Average, Latvia, LVA
51.6849, 2006, Sep Average, Latvia, LVA
74.1824, 2006, Oct Average, Latvia, LVA
64.376, 2006, Nov Average, Latvia, LVA
43.3718, 2006, Dec Average, Latvia, LVA
84.5271, 2007, Jan Average, Latvia, LVA
31.4662, 2007, Feb Average, Latvia, LVA
28.5431, 2007, Mar Average, Latvia, LVA
24.7506, 2007, Apr Average, Latvia, LVA
58.3565, 2007, May Average, Latvia, LVA
60.3027, 2007, Jun Average, Latvia, LVA
106.683, 2007, Jul Average, Latvia, LVA
52.6041, 2007, Aug Average, Latvia, LVA
62.2932, 2007, Sep Average, Latvia, LVA
88.7688, 2007, Oct Average, Latvia, LVA
68.7364, 2007, Nov Average, Latvia, LVA
32.9709, 2007, Dec Average, Latvia, LVA
45.4227, 2008, Jan Average, Latvia, LVA
45.9083, 2008, Feb Average, Latvia, LVA
69.4964, 2008, Mar Average, Latvia, LVA
47.8729, 2008, Apr Average, Latvia, LVA
30.9535, 2008, May Average, Latvia, LVA
56.2614, 2008, Jun Average, Latvia, LVA
61.7707, 2008, Jul Average, Latvia, LVA
109.294, 2008, Aug Average, Latvia, LVA
32.4547, 2008, Sep Average, Latvia, LVA
90.0328, 2008, Oct Average, Latvia, LVA
58.4956, 2008, Nov Average, Latvia, LVA
46.7361, 2008, Dec Average, Latvia, LVA
48.1068, 2009, Jan Average, Latvia, LVA
30.8889, 2009, Feb Average, Latvia, LVA
46.8662, 2009, Mar Average, Latvia, LVA
8.09481, 2009, Apr Average, Latvia, LVA
27.2779, 2009, May Average, Latvia, LVA
109.82, 2009, Jun Average, Latvia, LVA
95.657, 2009, Jul Average, Latvia, LVA
59.1856, 2009, Aug Average, Latvia, LVA
63.8093, 2009, Sep Average, Latvia, LVA
108.731, 2009, Oct Average, Latvia, LVA
57.5898, 2009, Nov Average, Latvia, LVA
71.3877, 2009, Dec Average, Latvia, LVA
20.6532, 2010, Jan Average, Latvia, LVA
46.9728, 2010, Feb Average, Latvia, LVA
43.2434, 2010, Mar Average, Latvia, LVA
31.4867, 2010, Apr Average, Latvia, LVA
72.169, 2010, May Average, Latvia, LVA
73.4417, 2010, Jun Average, Latvia, LVA
102.565, 2010, Jul Average, Latvia, LVA
112.031, 2010, Aug Average, Latvia, LVA
93.6801, 2010, Sep Average, Latvia, LVA
44.3609, 2010, Oct Average, Latvia, LVA
83.6074, 2010, Nov Average, Latvia, LVA
84.4827, 2010, Dec Average, Latvia, LVA
57.1249, 2011, Jan Average, Latvia, LVA
26.4503, 2011, Feb Average, Latvia, LVA
14.7767, 2011, Mar Average, Latvia, LVA
22.4328, 2011, Apr Average, Latvia, LVA
55.8581, 2011, May Average, Latvia, LVA
49.5897, 2011, Jun Average, Latvia, LVA
114.649, 2011, Jul Average, Latvia, LVA
105.753, 2011, Aug Average, Latvia, LVA
50.4551, 2011, Sep Average, Latvia, LVA
42.7472, 2011, Oct Average, Latvia, LVA
22.5428, 2011, Nov Average, Latvia, LVA
72.5174, 2011, Dec Average, Latvia, LVA
69.408, 2012, Jan Average, Latvia, LVA
39.5244, 2012, Feb Average, Latvia, LVA
37.3081, 2012, Mar Average, Latvia, LVA
58.405, 2012, Apr Average, Latvia, LVA
56.3723, 2012, May Average, Latvia, LVA
83.133, 2012, Jun Average, Latvia, LVA
91.0107, 2012, Jul Average, Latvia, LVA
72.8241, 2012, Aug Average, Latvia, LVA
60.8489, 2012, Sep Average, Latvia, LVA
92.1776, 2012, Oct Average, Latvia, LVA
80.1882, 2012, Nov Average, Latvia, LVA
56.0528, 2012, Dec Average, Latvia, LVA
39.4966, 2013, Jan Average, Latvia, LVA
38.3007, 2013, Feb Average, Latvia, LVA
13.6528, 2013, Mar Average, Latvia, LVA
42.4089, 2013, Apr Average, Latvia, LVA
70.5848, 2013, May Average, Latvia, LVA
51.2289, 2013, Jun Average, Latvia, LVA
75.045, 2013, Jul Average, Latvia, LVA
70.2521, 2013, Aug Average, Latvia, LVA
85.0274, 2013, Sep Average, Latvia, LVA
35.3584, 2013, Oct Average, Latvia, LVA
66.0141, 2013, Nov Average, Latvia, LVA
52.1475, 2013, Dec Average, Latvia, LVA
42.8596, 2014, Jan Average, Latvia, LVA
34.6635, 2014, Feb Average, Latvia, LVA
38.8695, 2014, Mar Average, Latvia, LVA
24.6441, 2014, Apr Average, Latvia, LVA
68.9247, 2014, May Average, Latvia, LVA
88.6563, 2014, Jun Average, Latvia, LVA
52.4717, 2014, Jul Average, Latvia, LVA
128.666, 2014, Aug Average, Latvia, LVA
33.7386, 2014, Sep Average, Latvia, LVA
60.5233, 2014, Oct Average, Latvia, LVA
21.8212, 2014, Nov Average, Latvia, LVA
68.7777, 2014, Dec Average, Latvia, LVA
68.9916, 2015, Jan Average, Latvia, LVA
21.0187, 2015, Feb Average, Latvia, LVA
36.5103, 2015, Mar Average, Latvia, LVA
55.2685, 2015, Apr Average, Latvia, LVA
55.2942, 2015, May Average, Latvia, LVA
28.8989, 2015, Jun Average, Latvia, LVA
75.2128, 2015, Jul Average, Latvia, LVA
19.7281, 2015, Aug Average, Latvia, LVA
74.0387, 2015, Sep Average, Latvia, LVA
9.74306, 2015, Oct Average, Latvia, LVA
71.8869, 2015, Nov Average, Latvia, LVA
45.5119, 2015, Dec Average, Latvia, LVA
47.0428, 2016, Jan Average, Latvia, LVA
54.9151, 2016, Feb Average, Latvia, LVA
34.349, 2016, Mar Average, Latvia, LVA
58.7912, 2016, Apr Average, Latvia, LVA
35.1272, 2016, May Average, Latvia, LVA
69.745, 2016, Jun Average, Latvia, LVA
107.128, 2016, Jul Average, Latvia, LVA
97.9116, 2016, Aug Average, Latvia, LVA
22.6613, 2016, Sep Average, Latvia, LVA
71.5545, 2016, Oct Average, Latvia, LVA
72.1498, 2016, Nov Average, Latvia, LVA
42.3977, 2016, Dec Average, Latvia, LVA
9.22795, 1991, Jan Average, Morocco, MAR
73.5682, 1991, Feb Average, Morocco, MAR
74.2531, 1991, Mar Average, Morocco, MAR
18.4824, 1991, Apr Average, Morocco, MAR
8.33914, 1991, May Average, Morocco, MAR
7.27778, 1991, Jun Average, Morocco, MAR
6.16133, 1991, Jul Average, Morocco, MAR
11.3263, 1991, Aug Average, Morocco, MAR
32.9632, 1991, Sep Average, Morocco, MAR
33.6597, 1991, Oct Average, Morocco, MAR
12.6899, 1991, Nov Average, Morocco, MAR
39.5901, 1991, Dec Average, Morocco, MAR
4.44635, 1992, Jan Average, Morocco, MAR
48.4604, 1992, Feb Average, Morocco, MAR
48.5844, 1992, Mar Average, Morocco, MAR
33.946, 1992, Apr Average, Morocco, MAR
28.8944, 1992, May Average, Morocco, MAR
21.5739, 1992, Jun Average, Morocco, MAR
4.64873, 1992, Jul Average, Morocco, MAR
4.73702, 1992, Aug Average, Morocco, MAR
2.56213, 1992, Sep Average, Morocco, MAR
19.98, 1992, Oct Average, Morocco, MAR
12.836, 1992, Nov Average, Morocco, MAR
33.6225, 1992, Dec Average, Morocco, MAR
21.3244, 1993, Jan Average, Morocco, MAR
33.7803, 1993, Feb Average, Morocco, MAR
37.6345, 1993, Mar Average, Morocco, MAR
25.2737, 1993, Apr Average, Morocco, MAR
18.0859, 1993, May Average, Morocco, MAR
1.62698, 1993, Jun Average, Morocco, MAR
2.66366, 1993, Jul Average, Morocco, MAR
2.10097, 1993, Aug Average, Morocco, MAR
6.52834, 1993, Sep Average, Morocco, MAR
35.3821, 1993, Oct Average, Morocco, MAR
66.7198, 1993, Nov Average, Morocco, MAR
15.9262, 1993, Dec Average, Morocco, MAR
44.7506, 1994, Jan Average, Morocco, MAR
51.2213, 1994, Feb Average, Morocco, MAR
29.7284, 1994, Mar Average, Morocco, MAR
5.96173, 1994, Apr Average, Morocco, MAR
8.29158, 1994, May Average, Morocco, MAR
0.92842, 1994, Jun Average, Morocco, MAR
2.38572, 1994, Jul Average, Morocco, MAR
3.27345, 1994, Aug Average, Morocco, MAR
15.3179, 1994, Sep Average, Morocco, MAR
30.2288, 1994, Oct Average, Morocco, MAR
18.4689, 1994, Nov Average, Morocco, MAR
3.84125, 1994, Dec Average, Morocco, MAR
2.76907, 1995, Jan Average, Morocco, MAR
25.0787, 1995, Feb Average, Morocco, MAR
51.1503, 1995, Mar Average, Morocco, MAR
38.5699, 1995, Apr Average, Morocco, MAR
1.78368, 1995, May Average, Morocco, MAR
10.0767, 1995, Jun Average, Morocco, MAR
2.04788, 1995, Jul Average, Morocco, MAR
4.92289, 1995, Aug Average, Morocco, MAR
11.178, 1995, Sep Average, Morocco, MAR
18.0617, 1995, Oct Average, Morocco, MAR
26.1791, 1995, Nov Average, Morocco, MAR
68.1102, 1995, Dec Average, Morocco, MAR
115.828, 1996, Jan Average, Morocco, MAR
58.8533, 1996, Feb Average, Morocco, MAR
81.4043, 1996, Mar Average, Morocco, MAR
23.2691, 1996, Apr Average, Morocco, MAR
38.6458, 1996, May Average, Morocco, MAR
8.52351, 1996, Jun Average, Morocco, MAR
5.62528, 1996, Jul Average, Morocco, MAR
0.92331, 1996, Aug Average, Morocco, MAR
24.2365, 1996, Sep Average, Morocco, MAR
10.552, 1996, Oct Average, Morocco, MAR
22.6647, 1996, Nov Average, Morocco, MAR
130.992, 1996, Dec Average, Morocco, MAR
65.2111, 1997, Jan Average, Morocco, MAR
1.1579, 1997, Feb Average, Morocco, MAR
29.6801, 1997, Mar Average, Morocco, MAR
63.4173, 1997, Apr Average, Morocco, MAR
15.807, 1997, May Average, Morocco, MAR
3.53205, 1997, Jun Average, Morocco, MAR
3.15878, 1997, Jul Average, Morocco, MAR
9.00413, 1997, Aug Average, Morocco, MAR
28.4273, 1997, Sep Average, Morocco, MAR
17.8979, 1997, Oct Average, Morocco, MAR
40.7589, 1997, Nov Average, Morocco, MAR
49.0958, 1997, Dec Average, Morocco, MAR
37.6331, 1998, Jan Average, Morocco, MAR
57.1683, 1998, Feb Average, Morocco, MAR
24.1344, 1998, Mar Average, Morocco, MAR
11.3522, 1998, Apr Average, Morocco, MAR
18.6138, 1998, May Average, Morocco, MAR
8.5021, 1998, Jun Average, Morocco, MAR
0.15998, 1998, Jul Average, Morocco, MAR
3.27479, 1998, Aug Average, Morocco, MAR
13.7256, 1998, Sep Average, Morocco, MAR
4.2036, 1998, Oct Average, Morocco, MAR
4.35778, 1998, Nov Average, Morocco, MAR
33.3177, 1998, Dec Average, Morocco, MAR
53.4388, 1999, Jan Average, Morocco, MAR
33.8405, 1999, Feb Average, Morocco, MAR
36.1997, 1999, Mar Average, Morocco, MAR
6.10214, 1999, Apr Average, Morocco, MAR
8.07123, 1999, May Average, Morocco, MAR
0.66028, 1999, Jun Average, Morocco, MAR
0.78623, 1999, Jul Average, Morocco, MAR
7.87909, 1999, Aug Average, Morocco, MAR
15.6244, 1999, Sep Average, Morocco, MAR
59.7793, 1999, Oct Average, Morocco, MAR
27.0834, 1999, Nov Average, Morocco, MAR
30.891, 1999, Dec Average, Morocco, MAR
18.3754, 2000, Jan Average, Morocco, MAR
1.1793, 2000, Feb Average, Morocco, MAR
2.36, 2000, Mar Average, Morocco, MAR
37.4674, 2000, Apr Average, Morocco, MAR
17.388, 2000, May Average, Morocco, MAR
2.66802, 2000, Jun Average, Morocco, MAR
1.28711, 2000, Jul Average, Morocco, MAR
3.24504, 2000, Aug Average, Morocco, MAR
12.0812, 2000, Sep Average, Morocco, MAR
42.4593, 2000, Oct Average, Morocco, MAR
19.5863, 2000, Nov Average, Morocco, MAR
68.0867, 2000, Dec Average, Morocco, MAR
33.0654, 2001, Jan Average, Morocco, MAR
12.1268, 2001, Feb Average, Morocco, MAR
12.73, 2001, Mar Average, Morocco, MAR
2.871, 2001, Apr Average, Morocco, MAR
11.3273, 2001, May Average, Morocco, MAR
1.98751, 2001, Jun Average, Morocco, MAR
0.10384, 2001, Jul Average, Morocco, MAR
6.43367, 2001, Aug Average, Morocco, MAR
14.7376, 2001, Sep Average, Morocco, MAR
16.6313, 2001, Oct Average, Morocco, MAR
20.9744, 2001, Nov Average, Morocco, MAR
77.0306, 2001, Dec Average, Morocco, MAR
2.12335, 2002, Jan Average, Morocco, MAR
15.076, 2002, Feb Average, Morocco, MAR
77.7718, 2002, Mar Average, Morocco, MAR
73.4751, 2002, Apr Average, Morocco, MAR
19.04, 2002, May Average, Morocco, MAR
0.9242, 2002, Jun Average, Morocco, MAR
0.0865, 2002, Jul Average, Morocco, MAR
7.70606, 2002, Aug Average, Morocco, MAR
5.34275, 2002, Sep Average, Morocco, MAR
22.3522, 2002, Oct Average, Morocco, MAR
81.1206, 2002, Nov Average, Morocco, MAR
35.081, 2002, Dec Average, Morocco, MAR
33.6988, 2003, Jan Average, Morocco, MAR
27.8715, 2003, Feb Average, Morocco, MAR
49.7374, 2003, Mar Average, Morocco, MAR
26.4767, 2003, Apr Average, Morocco, MAR
9.82086, 2003, May Average, Morocco, MAR
9.45031, 2003, Jun Average, Morocco, MAR
4.14984, 2003, Jul Average, Morocco, MAR
6.41163, 2003, Aug Average, Morocco, MAR
5.22993, 2003, Sep Average, Morocco, MAR
65.2284, 2003, Oct Average, Morocco, MAR
51.1266, 2003, Nov Average, Morocco, MAR
57.9542, 2003, Dec Average, Morocco, MAR
5.33962, 2004, Jan Average, Morocco, MAR
32.6826, 2004, Feb Average, Morocco, MAR
44.5984, 2004, Mar Average, Morocco, MAR
30.4454, 2004, Apr Average, Morocco, MAR
41.6489, 2004, May Average, Morocco, MAR
5.41434, 2004, Jun Average, Morocco, MAR
5.34603, 2004, Jul Average, Morocco, MAR
3.3038, 2004, Aug Average, Morocco, MAR
5.38366, 2004, Sep Average, Morocco, MAR
34.61, 2004, Oct Average, Morocco, MAR
28.2035, 2004, Nov Average, Morocco, MAR
48.6167, 2004, Dec Average, Morocco, MAR
4.58589, 2005, Jan Average, Morocco, MAR
53.0168, 2005, Feb Average, Morocco, MAR
24.9064, 2005, Mar Average, Morocco, MAR
1.993, 2005, Apr Average, Morocco, MAR
2.97252, 2005, May Average, Morocco, MAR
3.88299, 2005, Jun Average, Morocco, MAR
0.24565, 2005, Jul Average, Morocco, MAR
5.01047, 2005, Aug Average, Morocco, MAR
8.07991, 2005, Sep Average, Morocco, MAR
28.0349, 2005, Oct Average, Morocco, MAR
45.4064, 2005, Nov Average, Morocco, MAR
44.0422, 2005, Dec Average, Morocco, MAR
83.9204, 2006, Jan Average, Morocco, MAR
47.5228, 2006, Feb Average, Morocco, MAR
22.2005, 2006, Mar Average, Morocco, MAR
26.4224, 2006, Apr Average, Morocco, MAR
39.0846, 2006, May Average, Morocco, MAR
5.10695, 2006, Jun Average, Morocco, MAR
3.72319, 2006, Jul Average, Morocco, MAR
1.90831, 2006, Aug Average, Morocco, MAR
13.5389, 2006, Sep Average, Morocco, MAR
30.9355, 2006, Oct Average, Morocco, MAR
23.2842, 2006, Nov Average, Morocco, MAR
35.5301, 2006, Dec Average, Morocco, MAR
23.0283, 2007, Jan Average, Morocco, MAR
24.5495, 2007, Feb Average, Morocco, MAR
14.828, 2007, Mar Average, Morocco, MAR
54.0784, 2007, Apr Average, Morocco, MAR
10.406, 2007, May Average, Morocco, MAR
0.11949, 2007, Jun Average, Morocco, MAR
2.13535, 2007, Jul Average, Morocco, MAR
7.27834, 2007, Aug Average, Morocco, MAR
10.3741, 2007, Sep Average, Morocco, MAR
28.9574, 2007, Oct Average, Morocco, MAR
40.3545, 2007, Nov Average, Morocco, MAR
16.134, 2007, Dec Average, Morocco, MAR
29.8084, 2008, Jan Average, Morocco, MAR
55.6416, 2008, Feb Average, Morocco, MAR
17.2634, 2008, Mar Average, Morocco, MAR
18.9417, 2008, Apr Average, Morocco, MAR
18.3062, 2008, May Average, Morocco, MAR
2.58099, 2008, Jun Average, Morocco, MAR
4.53598, 2008, Jul Average, Morocco, MAR
3.68721, 2008, Aug Average, Morocco, MAR
36.6202, 2008, Sep Average, Morocco, MAR
60.5205, 2008, Oct Average, Morocco, MAR
46.5231, 2008, Nov Average, Morocco, MAR
54.061, 2008, Dec Average, Morocco, MAR
54.4352, 2009, Jan Average, Morocco, MAR
75.4399, 2009, Feb Average, Morocco, MAR
55.4021, 2009, Mar Average, Morocco, MAR
13.3524, 2009, Apr Average, Morocco, MAR
4.01329, 2009, May Average, Morocco, MAR
9.06021, 2009, Jun Average, Morocco, MAR
3.38189, 2009, Jul Average, Morocco, MAR
1.44961, 2009, Aug Average, Morocco, MAR
32.335, 2009, Sep Average, Morocco, MAR
7.1604, 2009, Oct Average, Morocco, MAR
11.5599, 2009, Nov Average, Morocco, MAR
84.8924, 2009, Dec Average, Morocco, MAR
76.3744, 2010, Jan Average, Morocco, MAR
101.686, 2010, Feb Average, Morocco, MAR
50.1881, 2010, Mar Average, Morocco, MAR
26.1047, 2010, Apr Average, Morocco, MAR
10.6887, 2010, May Average, Morocco, MAR
9.05667, 2010, Jun Average, Morocco, MAR
9.86709, 2010, Jul Average, Morocco, MAR
14.1455, 2010, Aug Average, Morocco, MAR
9.9284, 2010, Sep Average, Morocco, MAR
34.4068, 2010, Oct Average, Morocco, MAR
63.014, 2010, Nov Average, Morocco, MAR
41.5957, 2010, Dec Average, Morocco, MAR
34.8592, 2011, Jan Average, Morocco, MAR
19.7593, 2011, Feb Average, Morocco, MAR
51.5363, 2011, Mar Average, Morocco, MAR
58.3927, 2011, Apr Average, Morocco, MAR
57.7971, 2011, May Average, Morocco, MAR
13.8417, 2011, Jun Average, Morocco, MAR
1.42646, 2011, Jul Average, Morocco, MAR
9.38132, 2011, Aug Average, Morocco, MAR
3.97359, 2011, Sep Average, Morocco, MAR
28.2539, 2011, Oct Average, Morocco, MAR
68.5342, 2011, Nov Average, Morocco, MAR
8.6655, 2011, Dec Average, Morocco, MAR
24.0655, 2012, Jan Average, Morocco, MAR
7.4091, 2012, Feb Average, Morocco, MAR
49.8584, 2012, Mar Average, Morocco, MAR
55.234, 2012, Apr Average, Morocco, MAR
4.46599, 2012, May Average, Morocco, MAR
1.70138, 2012, Jun Average, Morocco, MAR
1.27546, 2012, Jul Average, Morocco, MAR
2.41941, 2012, Aug Average, Morocco, MAR
34.146, 2012, Sep Average, Morocco, MAR
62.0698, 2012, Oct Average, Morocco, MAR
67.1268, 2012, Nov Average, Morocco, MAR
6.17722, 2012, Dec Average, Morocco, MAR
26.4049, 2013, Jan Average, Morocco, MAR
20.4719, 2013, Feb Average, Morocco, MAR
74.9705, 2013, Mar Average, Morocco, MAR
19.5276, 2013, Apr Average, Morocco, MAR
14.9926, 2013, May Average, Morocco, MAR
3.10364, 2013, Jun Average, Morocco, MAR
2.82074, 2013, Jul Average, Morocco, MAR
4.77575, 2013, Aug Average, Morocco, MAR
21.9979, 2013, Sep Average, Morocco, MAR
4.41969, 2013, Oct Average, Morocco, MAR
21.5497, 2013, Nov Average, Morocco, MAR
40.0657, 2013, Dec Average, Morocco, MAR
52.7739, 2014, Jan Average, Morocco, MAR
20.9098, 2014, Feb Average, Morocco, MAR
22.3756, 2014, Mar Average, Morocco, MAR
15.0608, 2014, Apr Average, Morocco, MAR
14.8059, 2014, May Average, Morocco, MAR
3.7003, 2014, Jun Average, Morocco, MAR
3.22249, 2014, Jul Average, Morocco, MAR
9.76803, 2014, Aug Average, Morocco, MAR
20.2826, 2014, Sep Average, Morocco, MAR
9.03976, 2014, Oct Average, Morocco, MAR
104.567, 2014, Nov Average, Morocco, MAR
24.6545, 2014, Dec Average, Morocco, MAR
37.7312, 2015, Jan Average, Morocco, MAR
34.0063, 2015, Feb Average, Morocco, MAR
39.7623, 2015, Mar Average, Morocco, MAR
7.97792, 2015, Apr Average, Morocco, MAR
19.3571, 2015, May Average, Morocco, MAR
3.33377, 2015, Jun Average, Morocco, MAR
6.22617, 2015, Jul Average, Morocco, MAR
10.6982, 2015, Aug Average, Morocco, MAR
25.8761, 2015, Sep Average, Morocco, MAR
21.6544, 2015, Oct Average, Morocco, MAR
8.6849, 2015, Nov Average, Morocco, MAR
0.63626, 2015, Dec Average, Morocco, MAR
11.1908, 2016, Jan Average, Morocco, MAR
33.3148, 2016, Feb Average, Morocco, MAR
23.8505, 2016, Mar Average, Morocco, MAR
10.4514, 2016, Apr Average, Morocco, MAR
41.5902, 2016, May Average, Morocco, MAR
3.62796, 2016, Jun Average, Morocco, MAR
7.15733, 2016, Jul Average, Morocco, MAR
7.77799, 2016, Aug Average, Morocco, MAR
8.127, 2016, Sep Average, Morocco, MAR
15.0475, 2016, Oct Average, Morocco, MAR
53.7321, 2016, Nov Average, Morocco, MAR
69.0023, 2016, Dec Average, Morocco, MAR
219.305, 1991, Jan Average, Northern Mariana Islands, MNP
176.638, 1991, Feb Average, Northern Mariana Islands, MNP
105.433, 1991, Mar Average, Northern Mariana Islands, MNP
371.054, 1991, Apr Average, Northern Mariana Islands, MNP
369.41, 1991, May Average, Northern Mariana Islands, MNP
556.02, 1991, Jun Average, Northern Mariana Islands, MNP
799.639, 1991, Jul Average, Northern Mariana Islands, MNP
1297.76, 1991, Aug Average, Northern Mariana Islands, MNP
850.352, 1991, Sep Average, Northern Mariana Islands, MNP
998.499, 1991, Oct Average, Northern Mariana Islands, MNP
1033.9, 1991, Nov Average, Northern Mariana Islands, MNP
257.454, 1991, Dec Average, Northern Mariana Islands, MNP
456.153, 1992, Jan Average, Northern Mariana Islands, MNP
56.0529, 1992, Feb Average, Northern Mariana Islands, MNP
140.998, 1992, Mar Average, Northern Mariana Islands, MNP
182.29, 1992, Apr Average, Northern Mariana Islands, MNP
212.899, 1992, May Average, Northern Mariana Islands, MNP
299.147, 1992, Jun Average, Northern Mariana Islands, MNP
592.536, 1992, Jul Average, Northern Mariana Islands, MNP
2699.19, 1992, Aug Average, Northern Mariana Islands, MNP
554.617, 1992, Sep Average, Northern Mariana Islands, MNP
920.345, 1992, Oct Average, Northern Mariana Islands, MNP
864.707, 1992, Nov Average, Northern Mariana Islands, MNP
119.849, 1992, Dec Average, Northern Mariana Islands, MNP
81.4644, 1993, Jan Average, Northern Mariana Islands, MNP
202.391, 1993, Feb Average, Northern Mariana Islands, MNP
92.5717, 1993, Mar Average, Northern Mariana Islands, MNP
80.8306, 1993, Apr Average, Northern Mariana Islands, MNP
116.126, 1993, May Average, Northern Mariana Islands, MNP
168.264, 1993, Jun Average, Northern Mariana Islands, MNP
488.496, 1993, Jul Average, Northern Mariana Islands, MNP
1117.86, 1993, Aug Average, Northern Mariana Islands, MNP
854.685, 1993, Sep Average, Northern Mariana Islands, MNP
860.685, 1993, Oct Average, Northern Mariana Islands, MNP
516.183, 1993, Nov Average, Northern Mariana Islands, MNP
397.236, 1993, Dec Average, Northern Mariana Islands, MNP
216.957, 1994, Jan Average, Northern Mariana Islands, MNP
125.634, 1994, Feb Average, Northern Mariana Islands, MNP
216.261, 1994, Mar Average, Northern Mariana Islands, MNP
248.767, 1994, Apr Average, Northern Mariana Islands, MNP
516.155, 1994, May Average, Northern Mariana Islands, MNP
315.192, 1994, Jun Average, Northern Mariana Islands, MNP
1021.56, 1994, Jul Average, Northern Mariana Islands, MNP
684.586, 1994, Aug Average, Northern Mariana Islands, MNP
1391.13, 1994, Sep Average, Northern Mariana Islands, MNP
747.266, 1994, Oct Average, Northern Mariana Islands, MNP
203.491, 1994, Nov Average, Northern Mariana Islands, MNP
331.466, 1994, Dec Average, Northern Mariana Islands, MNP
116.119, 1995, Jan Average, Northern Mariana Islands, MNP
44.2092, 1995, Feb Average, Northern Mariana Islands, MNP
105.78, 1995, Mar Average, Northern Mariana Islands, MNP
284.815, 1995, Apr Average, Northern Mariana Islands, MNP
526.245, 1995, May Average, Northern Mariana Islands, MNP
516.891, 1995, Jun Average, Northern Mariana Islands, MNP
501.632, 1995, Jul Average, Northern Mariana Islands, MNP
1069.56, 1995, Aug Average, Northern Mariana Islands, MNP
1098.96, 1995, Sep Average, Northern Mariana Islands, MNP
1001.58, 1995, Oct Average, Northern Mariana Islands, MNP
536.994, 1995, Nov Average, Northern Mariana Islands, MNP
365.664, 1995, Dec Average, Northern Mariana Islands, MNP
421.987, 1996, Jan Average, Northern Mariana Islands, MNP
422.94, 1996, Feb Average, Northern Mariana Islands, MNP
171.977, 1996, Mar Average, Northern Mariana Islands, MNP
357.206, 1996, Apr Average, Northern Mariana Islands, MNP
218.79, 1996, May Average, Northern Mariana Islands, MNP
342.428, 1996, Jun Average, Northern Mariana Islands, MNP
1275.61, 1996, Jul Average, Northern Mariana Islands, MNP
968.289, 1996, Aug Average, Northern Mariana Islands, MNP
1004.59, 1996, Sep Average, Northern Mariana Islands, MNP
632.646, 1996, Oct Average, Northern Mariana Islands, MNP
1157.32, 1996, Nov Average, Northern Mariana Islands, MNP
520.583, 1996, Dec Average, Northern Mariana Islands, MNP
391.785, 1997, Jan Average, Northern Mariana Islands, MNP
100.465, 1997, Feb Average, Northern Mariana Islands, MNP
117.08, 1997, Mar Average, Northern Mariana Islands, MNP
702.219, 1997, Apr Average, Northern Mariana Islands, MNP
91.7055, 1997, May Average, Northern Mariana Islands, MNP
645.551, 1997, Jun Average, Northern Mariana Islands, MNP
678.065, 1997, Jul Average, Northern Mariana Islands, MNP
2432.18, 1997, Aug Average, Northern Mariana Islands, MNP
305.285, 1997, Sep Average, Northern Mariana Islands, MNP
723.668, 1997, Oct Average, Northern Mariana Islands, MNP
732.117, 1997, Nov Average, Northern Mariana Islands, MNP
1196.85, 1997, Dec Average, Northern Mariana Islands, MNP
